customer_id,recency,frequency,monetary,segment,churned
15420,252,6,743.000000000,à_risque_critique,True
15483,84,7,736.100000000,à_surveiller,False
15407,1,3,740.730000000,à_surveiller,False
16699,198,7,994.600000000,à_surveiller,True
16690,19,3,213.950000000,à_surveiller,False
15549,134,6,1594.800000000,à_surveiller,False
16966,15,3,1154.400000000,à_surveiller,False
16560,176,7,2539.150000000,à_surveiller,False
16539,37,9,3396.810000000,sain,False
14105,57,5,5988.830000000,sain,True
14154,57,8,6460.700000000,sain,True
13137,70,10,4926.130000000,sain,False
13610,5,10,1517.120000000,sain,False
14913,1,7,3762.850000000,sain,False
16656,10,21,11764.850000000,sain,False
14420,214,3,1251.650000000,à_risque_critique,False
14615,212,5,951.760000000,à_risque_critique,True
17329,133,4,724.680000000,à_risque_critique,False
17051,12,4,714.390000000,à_surveiller,True
13979,211,6,2540.060000000,à_surveiller,False
14431,120,4,2614.200000000,à_surveiller,True
18202,17,3,1396.990000000,à_surveiller,True
18037,43,14,158.220000000,à_surveiller,False
18219,32,12,2405.430000000,sain,False
15379,4,7,4747.040000000,sain,False
13735,52,10,7863.130000000,sain,False
17001,25,13,4453.170000000,sain,False
15513,17,28,19061.790000000,sain,False
15013,305,10,1641.300000000,à_surveiller,True
15571,204,10,3401.200000000,à_surveiller,False
14963,1,8,1970.880000000,sain,False
14110,38,23,9006.320000000,sain,False
14624,233,4,588.220000000,à_risque_critique,False
16661,358,4,986.630000000,à_risque_critique,True
13652,74,4,2114.010000000,à_surveiller,False
16356,15,6,415.870000000,à_surveiller,True
16912,25,9,3070.590000000,sain,False
13117,35,16,2410.270000000,sain,False
16255,64,11,3348.560000000,sain,False
13148,50,20,6703.520000000,sain,False
17975,10,18,5317.840000000,sain,False
13225,14,13,13538.110000000,sain,False
12748,2,206,29415.210000000,sain,False
16975,241,3,926.120000000,à_risque_critique,True
15887,224,3,1027.150000000,à_risque_critique,True
17542,87,3,341.700000000,à_risque_critique,True
18039,192,4,579.170000000,à_risque_critique,True
13613,270,5,1039.850000000,à_risque_critique,True
13959,99,5,815.420000000,à_risque_critique,False
13101,52,4,695.400000000,à_risque_critique,True
18221,2,3,920.340000000,à_surveiller,False
14177,199,9,1669.930000000,à_surveiller,False
17585,81,5,1481.760000000,à_surveiller,False
13506,134,5,1639.200000000,à_surveiller,True
15580,194,8,1381.190000000,à_surveiller,True
14821,184,7,1286.450000000,à_surveiller,True
12975,254,6,2100.090000000,à_surveiller,True
16190,212,7,2508.470000000,à_surveiller,False
17602,142,9,3115.210000000,à_surveiller,False
14583,3,5,1042.810000000,à_surveiller,False
14903,18,3,1800.230000000,à_surveiller,False
15974,2,4,2054.850000000,sain,False
16611,4,6,1785.130000000,sain,True
13136,30,9,4241.410000000,sain,False
18077,44,11,2584.930000000,sain,False
13629,28,12,8466.500000000,sain,False
14546,19,8,3494.690000000,sain,False
17700,31,12,5270.900000000,sain,False
14514,19,8,3946.740000000,sain,False
13576,5,18,7970.410000000,sain,False
17226,126,3,900.120000000,à_risque_critique,True
14890,71,3,817.250000000,à_risque_critique,True
16418,44,3,572.580000000,à_risque_critique,False
16101,252,3,1938.460000000,à_risque_critique,False
17371,179,4,332.290000000,à_risque_critique,False
17768,205,4,1236.330000000,à_risque_critique,False
16647,22,3,455.590000000,à_surveiller,False
16124,135,4,1772.490000000,à_surveiller,True
17109,50,4,875.010000000,à_surveiller,False
15795,248,7,1369.860000000,à_surveiller,False
15109,63,3,983.100000000,à_surveiller,True
13124,70,3,3490.240000000,à_surveiller,False
15737,4,4,729.730000000,à_surveiller,False
13989,57,4,1656.650000000,à_surveiller,False
16150,88,7,3307.050000000,à_surveiller,False
13192,23,5,2110.960000000,à_surveiller,False
13373,94,4,5262.640000000,à_surveiller,False
15095,21,7,2541.540000000,sain,False
15860,50,12,1945.760000000,sain,False
16670,65,14,5882.470000000,sain,False
16873,15,9,10727.220000000,sain,False
14562,1,12,2786.120000000,sain,False
14878,19,20,3471.440000000,sain,False
16709,17,13,8042.180000000,sain,False
13069,7,29,7930.450000000,sain,False
17978,183,4,1461.760000000,à_risque_critique,True
17256,130,4,386.830000000,à_risque_critique,False
14891,5,3,1001.730000000,à_surveiller,False
17827,60,5,1976.400000000,à_surveiller,False
17758,26,7,2610.660000000,sain,False
13901,74,12,3457.440000000,sain,False
17449,52,9,3749.980000000,sain,False
17281,192,6,797.850000000,à_risque_critique,True
16693,89,4,875.010000000,à_risque_critique,False
16692,74,4,1764.700000000,à_risque_critique,True
13309,24,3,796.220000000,à_risque_critique,False
13427,33,4,638.430000000,à_surveiller,False
13280,134,6,2207.130000000,à_surveiller,False
13630,2,3,1051.840000000,à_surveiller,False
16915,66,7,1088.290000000,à_surveiller,False
17075,71,9,2103.680000000,à_surveiller,False
12853,57,8,2835.400000000,sain,False
17152,12,4,2016.500000000,sain,True
15321,109,10,5120.890000000,sain,False
14112,21,9,4071.940000000,sain,False
13491,65,25,4382.370000000,sain,False
16019,50,24,16169.110000000,sain,False
13534,4,27,4803.900000000,sain,False
18075,22,16,4442.260000000,sain,False
14606,1,143,25627.820000000,sain,False
14430,329,3,1220.900000000,à_risque_critique,True
13474,54,3,663.790000000,à_risque_critique,True
16384,81,3,1183.550000000,à_risque_critique,False
18196,108,3,1224.040000000,à_risque_critique,False
14163,17,3,898.500000000,à_surveiller,False
15623,211,7,2136.020000000,à_surveiller,False
16660,28,5,996.260000000,à_surveiller,False
13819,119,6,2642.350000000,à_surveiller,True
18272,43,5,2287.940000000,à_surveiller,False
14535,66,7,4009.170000000,sain,False
14739,37,21,9692.840000000,sain,False
13777,2,49,41857.580000000,sain,False
17035,63,4,613.590000000,à_surveiller,True
17454,10,10,1547.940000000,sain,True
17098,199,3,591.070000000,à_risque_critique,True
14909,255,3,1404.680000000,à_risque_critique,True
17548,51,4,731.260000000,à_surveiller,True
14264,63,5,1299.090000000,à_surveiller,False
14653,156,5,1833.490000000,à_surveiller,False
15514,43,13,5017.250000000,sain,False
15251,28,12,13935.270000000,sain,False
16787,215,4,1035.430000000,à_risque_critique,True
13288,261,5,927.610000000,à_risque_critique,True
14176,115,5,916.010000000,à_risque_critique,True
14478,200,4,1276.660000000,à_risque_critique,True
15197,70,5,1571.150000000,à_surveiller,False
13476,99,4,1550.600000000,à_surveiller,False
14681,29,4,770.150000000,à_surveiller,False
17284,53,3,1839.570000000,à_surveiller,False
13707,85,5,3365.860000000,à_surveiller,True
13240,75,6,1496.880000000,à_surveiller,False
16275,14,3,2151.110000000,à_surveiller,True
14502,52,6,1070.230000000,à_surveiller,False
13077,108,10,2912.840000000,sain,False
17774,67,7,2696.630000000,sain,False
17719,8,5,1971.460000000,sain,False
14498,4,7,2267.190000000,sain,False
13113,10,29,15235.930000000,sain,False
13178,21,15,11052.920000000,sain,False
15346,150,3,596.120000000,à_risque_critique,True
15771,422,3,1006.540000000,à_risque_critique,True
15590,200,5,1496.600000000,à_risque_critique,True
17436,44,4,440.160000000,à_surveiller,False
16531,112,7,1538.570000000,à_surveiller,False
14481,105,4,1977.840000000,à_surveiller,False
15372,268,7,4009.660000000,à_surveiller,False
14477,2,5,1183.000000000,à_surveiller,False
17320,54,5,2605.250000000,à_surveiller,False
18097,23,8,3422.080000000,sain,False
16125,185,14,4587.650000000,sain,True
14215,4,7,2724.880000000,sain,False
14189,18,9,3316.380000000,sain,False
17857,24,10,10587.040000000,sain,False
15144,35,17,7274.890000000,sain,False
17189,177,4,800.450000000,à_risque_critique,False
15646,64,4,867.010000000,à_risque_critique,False
17411,79,3,932.020000000,à_risque_critique,False
17851,240,6,1563.340000000,à_surveiller,True
17796,131,6,1286.090000000,à_surveiller,False
17754,78,9,3069.510000000,à_surveiller,False
15365,133,7,2451.420000000,à_surveiller,False
17228,25,9,1958.730000000,sain,False
14334,21,9,3444.500000000,sain,False
13602,199,3,596.280000000,à_risque_critique,False
17996,197,3,469.730000000,à_risque_critique,True
16441,109,4,858.280000000,à_risque_critique,False
15253,221,3,1136.890000000,à_risque_critique,False
17679,339,5,1585.500000000,à_risque_critique,False
15439,222,4,1269.050000000,à_risque_critique,True
15579,131,4,1153.500000000,à_surveiller,False
17980,22,3,784.720000000,à_surveiller,False
17822,238,5,2179.650000000,à_surveiller,True
17438,71,5,1422.770000000,à_surveiller,True
18016,4,5,965.660000000,à_surveiller,False
16416,208,6,1921.480000000,à_surveiller,False
14918,222,7,4345.660000000,à_surveiller,False
17268,61,9,1246.730000000,à_surveiller,False
17931,73,13,3326.130000000,sain,False
14648,234,15,4543.600000000,sain,True
17838,110,11,5631.300000000,sain,False
14810,16,10,1727.840000000,sain,False
14896,22,8,2092.420000000,sain,True
17677,30,35,26592.610000000,sain,False
13488,14,16,12150.000000000,sain,False
15301,5,11,5309.000000000,sain,False
14159,5,12,4350.770000000,sain,False
14085,16,24,8453.840000000,sain,False
17819,12,10,5776.670000000,sain,False
14170,193,3,597.330000000,à_risque_critique,True
13641,458,4,942.370000000,à_risque_critique,True
17354,246,3,1750.400000000,à_risque_critique,False
15441,214,3,1254.210000000,à_risque_critique,True
16296,444,4,1313.670000000,à_risque_critique,True
13223,18,6,969.120000000,à_surveiller,True
13799,112,8,2456.410000000,à_surveiller,False
14161,33,7,3318.880000000,sain,True
14249,228,12,5625.460000000,sain,True
14449,64,6,1977.000000000,sain,False
15434,18,7,1832.540000000,sain,False
16470,10,9,2041.870000000,sain,False
13213,1,9,2882.470000000,sain,False
17019,79,10,3720.220000000,sain,False
16767,37,7,5137.910000000,sain,False
17576,1,32,7162.670000000,sain,False
15555,8,26,9082.290000000,sain,False
13278,217,3,882.620000000,à_risque_critique,False
13029,171,3,1062.300000000,à_risque_critique,False
13407,396,3,2244.700000000,à_risque_critique,True
13717,58,4,888.880000000,à_risque_critique,False
17708,5,4,887.930000000,à_surveiller,True
13220,3,4,1243.290000000,à_surveiller,False
17185,409,3,229.460000000,à_risque_critique,True
13595,334,3,818.220000000,à_risque_critique,True
17289,194,6,1134.980000000,à_surveiller,False
16117,7,3,654.400000000,à_surveiller,True
13863,65,4,1239.550000000,à_surveiller,True
13802,72,18,24790.750000000,sain,False
17848,67,25,3106.920000000,sain,False
15722,5,8,3806.190000000,sain,False
17675,5,52,25630.930000000,sain,False
14605,192,4,936.310000000,à_risque_critique,True
13614,148,3,954.480000000,à_risque_critique,False
16366,400,3,1220.830000000,à_risque_critique,False
16199,210,7,942.750000000,à_risque_critique,True
16899,25,4,787.010000000,à_risque_critique,False
17787,122,3,2452.450000000,à_surveiller,False
15067,100,3,2981.170000000,à_surveiller,False
13249,79,7,1189.360000000,à_surveiller,False
17582,54,5,1450.700000000,à_surveiller,True
18135,8,6,677.530000000,à_surveiller,False
14063,504,7,9471.500000000,à_surveiller,True
15182,86,10,2746.580000000,sain,False
13542,194,17,4006.170000000,sain,True
17850,190,155,56600.080000000,sain,True
17669,28,6,4346.630000000,sain,False
13557,98,12,2688.880000000,sain,False
13658,22,5,4319.630000000,sain,False
14422,85,14,6409.190000000,sain,False
15222,136,11,3550.910000000,sain,True
14515,9,8,2412.820000000,sain,False
13883,36,13,5603.670000000,sain,False
17865,22,33,20009.730000000,sain,False
15615,1,36,16196.190000000,sain,False
15601,21,25,12932.150000000,sain,False
15694,5,17,7318.110000000,sain,False
17023,235,3,800.180000000,à_risque_critique,True
14202,199,3,847.760000000,à_risque_critique,True
15591,400,3,217.900000000,à_risque_critique,True
18161,70,3,730.730000000,à_risque_critique,False
16300,248,3,1392.430000000,à_risque_critique,True
13549,10,4,600.150000000,à_surveiller,False
15065,45,3,1575.130000000,à_surveiller,False
15167,138,5,1659.670000000,à_surveiller,True
17651,316,6,1758.520000000,à_surveiller,False
18188,108,4,1706.150000000,à_surveiller,False
16227,43,3,1027.220000000,à_surveiller,True
15797,32,4,2438.880000000,à_surveiller,False
13611,177,8,2450.880000000,à_surveiller,False
14540,127,9,2994.980000000,à_surveiller,False
15625,53,6,2397.470000000,sain,False
14702,99,18,4672.430000000,sain,False
14298,8,68,70161.180000000,sain,False
13102,16,28,9041.990000000,sain,False
16945,19,22,5976.340000000,sain,False
17924,119,3,1076.400000000,à_risque_critique,False
17888,30,20,1273.170000000,sain,False
13451,29,9,5866.010000000,sain,False
16393,3,16,3488.290000000,sain,False
14047,17,12,3582.340000000,sain,False
13442,485,3,419.870000000,à_risque_critique,True
16411,187,3,827.040000000,à_risque_critique,False
17325,98,3,609.570000000,à_risque_critique,True
13154,217,3,1624.840000000,à_risque_critique,True
15221,184,4,2465.450000000,à_surveiller,True
16983,89,7,2401.310000000,à_surveiller,False
14978,53,9,2748.000000000,sain,False
17180,59,10,2025.810000000,sain,False
13771,17,7,4559.220000000,sain,False
16428,231,3,660.280000000,à_risque_critique,True
15504,338,3,359.770000000,à_risque_critique,False
16254,196,3,985.140000000,à_risque_critique,True
17746,58,4,904.180000000,à_risque_critique,True
13253,157,3,2397.190000000,à_surveiller,False
13455,184,5,2540.530000000,à_surveiller,False
17465,243,7,2542.790000000,à_surveiller,True
16801,10,3,1478.880000000,à_surveiller,False
16232,33,5,2088.560000000,à_surveiller,False
15356,36,8,1900.260000000,sain,False
13198,67,5,3660.740000000,sain,False
13183,26,9,4605.480000000,sain,False
15611,9,17,1837.930000000,sain,False
17994,7,10,2186.610000000,sain,False
13589,267,4,741.090000000,à_risque_critique,False
15921,214,3,456.430000000,à_risque_critique,False
17968,191,4,888.040000000,à_risque_critique,True
13074,329,4,1378.740000000,à_risque_critique,True
15614,255,4,3147.360000000,à_risque_critique,True
14699,32,4,702.600000000,à_surveiller,True
14083,17,7,878.300000000,à_surveiller,False
14551,22,6,819.240000000,à_surveiller,False
16208,107,9,3273.780000000,à_surveiller,False
13631,19,4,1330.000000000,à_surveiller,False
16496,25,5,1916.290000000,à_surveiller,False
17147,24,7,2458.470000000,sain,False
15998,80,13,7000.590000000,sain,False
16235,4,7,1851.690000000,sain,False
13481,10,8,3005.270000000,sain,False
15034,50,11,6669.620000000,sain,False
15160,175,4,589.270000000,à_risque_critique,True
16707,218,4,551.110000000,à_risque_critique,True
13304,169,4,1217.990000000,à_surveiller,True
16696,21,3,558.900000000,à_surveiller,False
15114,35,5,1357.470000000,à_surveiller,False
13265,1,3,1465.660000000,à_surveiller,False
15073,3,7,2606.570000000,sain,False
14425,252,3,661.390000000,à_risque_critique,True
15573,436,3,599.730000000,à_risque_critique,False
16977,213,4,496.000000000,à_risque_critique,True
17141,236,4,754.330000000,à_risque_critique,True
15600,246,4,1199.310000000,à_risque_critique,True
16040,86,5,1525.780000000,à_surveiller,False
16290,282,4,2069.300000000,à_surveiller,True
16628,36,4,842.960000000,à_surveiller,False
16797,211,5,1827.770000000,à_surveiller,True
15906,37,6,1671.110000000,à_surveiller,False
17987,3,5,1003.640000000,à_surveiller,True
13700,58,8,1292.000000000,à_surveiller,False
13750,114,8,2643.720000000,à_surveiller,False
13772,57,6,2210.510000000,sain,False
14745,2,9,1933.220000000,sain,False
18178,37,10,5612.870000000,sain,False
14209,31,12,4002.990000000,sain,False
13952,35,14,12823.520000000,sain,True
13785,246,4,542.490000000,à_risque_critique,True
16860,270,3,1610.620000000,à_risque_critique,True
16392,87,3,761.800000000,à_risque_critique,True
13921,220,4,730.700000000,à_risque_critique,True
17713,200,4,1198.090000000,à_risque_critique,True
17912,128,6,372.550000000,à_surveiller,True
17176,19,3,902.320000000,à_surveiller,True
18179,70,6,1857.540000000,à_surveiller,False
14290,179,4,2979.470000000,à_surveiller,False
17062,131,6,1198.140000000,à_surveiller,True
17047,23,5,1937.760000000,à_surveiller,False
16200,200,10,4562.830000000,sain,False
18116,52,12,1987.140000000,sain,False
15750,101,13,4944.280000000,sain,False
